date,EXAMPLE_001,EXAMPLE_002,EXAMPLE_003,EXAMPLE_004
2000-03-08,1.9222603315355227,2.167810486581635,1.7715563148984275,2.1505357056249634
2000-03-09,1.9116445137643898,2.1531334704498897,1.7541775960512742,2.132554707116081
2000-03-10,1.900525951304289,2.1375297461839504,1.7363508455064935,2.1147091103086013
2000-03-11,1.8887788066320095,2.1209781411809927,1.7181489158207008,2.0970774303039548
2000-03-12,1.8763074030993527,2.1034974282434877,1.699667583895032,2.079743705769513
2000-03-13,1.8630415524036315,2.0851376293671695,1.6810157670788213,2.062787057062316
2000-03-14,1.8489343947628407,2.065973977423009,1.6623084346882915,2.0462748781071802
2000-03-15,1.8339615674204959,2.046102343850327,1.6436612389745162,2.0302585181982518
2000-03-16,1.818120927837,2.025635390224891,1.6251862651411006,2.014770720811902
2000-03-17,1.8014323690696412,2.0046990391490738,1.606988577481925,1.999824387534924
2000-03-18,1.783937488350821,1.9834290985203296,1.5891634298898183,1.9854124401351683
2000-03-19,1.7656990278169897,1.9619680372367119,1.5717941353659581,1.97150868737964
2000-03-20,1.746800120629641,1.9404620240634516,1.5549506721497843,1.9580696900356438
2000-03-21,1.727343463415415,1.919058423729041,1.5386891605610569,1.9450376769422097
2000-03-22,1.7074506077752325,1.8979040075074034,1.523052385533579,1.9323446096611592
2000-03-23,1.6872616240213625,1.8771441848965338,1.508071570118091,1.9199175287319703
2000-03-24,1.6669354379026793,1.8569235974817804,1.4937696243957421,1.9076853403121488
2000-03-25,1.6466511691064898,1.837388428770158,1.480166096614555,1.895587211444687
2000-03-26,1.6266107971739672,1.8186907625027993,1.4672840286474338,1.8835827234757554
2000-03-27,1.6070434305835268,1.8009952501691213,1.455158851973487,1.8716638699726211
2000-03-28,1.5882113403203326,1.7844882071241746,1.4438493369691237,1.8598688589805754
2000-03-29,1.5704177230172318,1.7693890274151398,1.4334504114700335,1.8482974711724465
2000-03-30,1.5540158683063425,1.755963476960807,1.4241073828919761,1.8371274219606308
2000-03-31,1.5394190183278607,1.7445379912229928,1.416030729944761,1.8266307745214019
2000-04-01,1.5271097390652155,1.7355135833090733,1.4095101890830444,1.8171889672658281
2000-04-02,1.5176471106385716,1.7293774026527455,1.4049263825776548,1.8093044931292568
2000-04-03,1.5116695508722717,1.7267094432618328,1.4027577798364197,1.8036067672056293
2000-04-04,1.5098907040291887,1.7281814833839642,1.403580436875791,1.8008493403631418
2000-04-05,1.513085666074491,1.7345451674406742,1.408057825767692,1.80189547847612
2000-04-06,1.5220649983843986,1.7466063466779755,1.4169182587646214,1.8076893569283938
2000-04-07,1.5376346098123437,1.76518349349503,1.4309180307092553,1.8192108313875455
2000-04-08,1.5605407297742833,1.7910492692942281,1.450789511289169,1.8374130098289068
2000-04-09,1.591400852683492,1.8248561567614734,1.4771750151110168,1.8631436665582926
2000-04-10,1.630623615507052,1.8670493644392219,1.5105492753682488,1.8970538075874137
2000-04-11,1.6783228796789615,1.9177727593367282,1.5511355599432666,1.9394992068265273
2000-04-12,1.7342335300260106,1.97677605722823,1.5988226160448276,1.9904431651170758
2000-04-13,1.7976383068867143,2.043333494442755,1.6530913600333226,2.049370700874149
2000-04-14,1.8673159590027752,2.116185286863803,1.71296116901418,2.115225437731793
2000-04-15,1.9415207931513123,2.193512966553083,1.7769654472834941,2.186380233525042
2000-04-16,2.01800207012937,2.2729579194935314,1.843164613898191,2.2606508469007576
2000-04-17,2.094068612264978,2.3516890814934968,1.909201746110798,2.335358616231159
2000-04-18,2.1666996363791147,2.426520992501815,1.97240199799431,2.4074434360911257
2000-04-19,2.2326976424694736,2.494077738129773,2.0299120054574944,2.4736227266833235
2000-04-20,2.2888738119926413,2.5509924217144375,2.0788703936531725,2.530586289394471
2000-04-21,2.332251561416464,2.5941265443994532,2.1165959410970454,2.5752117457926884
2000-04-22,2.360270419645579,2.6207898603607984,2.140776649265425,2.6047814887772747
2000-04-23,2.3709708827209033,2.628939610587307,2.1496415145884664,2.6171804121903497
2000-04-24,2.3631417212600265,2.6173389329776326,2.1420975575278685,2.6110545335190993
2000-04-25,2.3364144098977015,2.5856577368774856,2.117817664041477,2.5859140214203777
2000-04-26,2.2912945793508057,2.5345050506769984,2.0772697224876757,2.542169727516118
2000-04-27,2.2291269974645096,2.465389075360553,2.021683766717869,2.4810993883299
2000-04-28,2.151997675447954,2.3806089298790636,1.9529605216292845,2.4047472523472484
2000-04-29,2.062583298283293,2.283089292180468,1.8735309720604933,2.3157679558862685
2000-04-30,1.9639634038290261,2.176174847798623,1.7861814975810142,2.2172310636805563
2000-05-01,1.8594139203990143,2.0634049300649036,1.6938621074373208,2.112406093764498
2000-05-02,1.7522014836756166,1.9482896069187536,1.5994960562232543,2.0045487030525493
2000-05-03,1.645396425483339,1.8341067775698956,1.5058076552905517,1.8967070577364318
2000-05-04,1.5417188349886315,1.7237360001517041,1.4151817738268881,1.791563655520168
2000-05-05,1.4434272684618752,1.619539471039563,1.3295639449139596,1.6913226833625772
2000-05-06,1.3522542902535706,1.5232946545940278,1.2504048788478552,1.5976472053870348
2000-05-07,1.269387826521121,1.4361773533883098,1.1786482596578234,1.5116448992194418
2000-05-08,1.195492944661803,1.3587892152205336,1.1147565672608024,1.4338963829795064
2000-05-09,1.130765570269989,1.291220271136421,1.058766738730866,1.3645168664223475
2000-05-10,1.075008011492069,1.2331352985200825,1.0103659390855686,1.3032401237171722
2000-05-11,1.0277159350149583,1.1838725580885385,0.9689775138591405,1.2495135751167816
2000-05-12,0.9881673972629941,1.1425445098157023,0.933848123075756,1.202594330703469
2000-05-13,0.9555063281556377,1.1081320861752926,0.9041287766178003,1.161638013666655
2000-05-14,0.9288150990478032,1.0795665597437347,0.8789446307813806,1.125774618645711
2000-05-15,0.9071731115864532,1.0557955808057014,0.8574506143381927,1.0941681741399965
2000-05-16,0.8897004242344115,1.0358322545202931,0.8388719487361592,1.066059247692281
2000-05-17,0.8755870924238064,1.0187879615624098,0.8225302250949356,1.0407911471305908
2000-05-18,0.8641100455166335,1.0038909005612768,0.8078568132666377,1.0178219316856136
2000-05-19,0.854639959006728,0.9904930446572946,0.7943960047108777,0.996725052540771
2000-05-20,0.8466407707952647,0.9780684310950678,0.7818004940844767,0.9771816647931657
2000-05-21,0.8396643419872198,0.9662055576773605,0.7698216840430245,0.9589675054264882
2000-05-22,0.8333423943300222,0.954596272834942,0.7582969657329365,0.9419368421258291
2000-05-23,0.8273773792397476,0.9430230382710219,0.7471356885182726,0.9260054848446899
2000-05-24,0.8215334375558484,0.9313459130400751,0.7363050716868924,0.911134312952933
2000-05-25,0.8156281582286438,0.9194901247140266,0.7258168880846011,0.8973142739847013
2000-05-26,0.8095254748941748,0.9074346970041639,0.715715399574859,0.8845533953961998
2000-05-27,0.8031297658737511,0.895202309104282,0.7060667603207881,0.8728660340498138
2000-05-28,0.7963810429923929,0.882850367138258,0.696949923858683,0.8622643672699918
2000-05-29,0.7892510147822633,0.870463158161458,0.6884489817811957,0.8527519911210586
2000-05-30,0.7817397722816404,0.8581449126455656,0.6806468090738905,0.8443194177474503
2000-05-31,0.7738728521897614,0.8460136020292827,0.6736198766732585,0.8369412352030815
2000-06-01,0.7656984659673477,0.8341953257139151,0.6674341004926904,0.8305746933284094
2000-06-02,0.7572847312411828,0.8228191824726557,0.6621416160376566,0.825159494614674
2000-06-03,0.7487167938644201,0.8120125643199692,0.6577783903358847,0.820618590218935
2000-06-04,0.740093778811109,0.801896849850354,0.6543626029589796,0.816859802489803
2000-06-05,0.7315255520436632,0.7925835053003328,0.65189374268753,0.8137781134877952
2000-06-06,0.7231293118521561,0.7841706237022978,0.650352375004962,0.8112584730123792
2000-06-07,0.7150260564900068,0.7767399455188684,0.649700538428594,0.8091789898355749
2000-06-08,0.7073369955508136,0.7703544089516353,0.6498827257027622,0.8074143771272013
2000-06-09,0.7001799861540388,0.7650562759974705,0.6508274003791638,0.8058395286299624
2000-06-10,0.6936660824747994,0.7608658726929096,0.6524489916211715,0.8043331071700399
2000-06-11,0.6878962893037552,0.7577809702172766,0.6546503014112813,0.8027810325587039
2000-06-12,0.6829586079317742,0.7557768188744216,0.6573252497558976,0.8010797625944567
2000-06-13,0.6789254564177483,0.7548068305518149,0.660361875811586,0.7991392691968244
2000-06-14,0.6758515368466994,0.7548038880310793,0.6636455067491268,0.7968856219361822
2000-06-15,0.6737722101016712,0.7556822423321651,0.6670620020958411,0.7942631034072183
2000-06-16,0.6727024245112898,0.7573399428357107,0.6705009795653619,0.7912357948970916
2000-06-17,0.6726362290361493,0.7596617298638519,0.6738589291726674,0.7877885863617781
2000-06-18,0.673546884956663,0.7625223062338055,0.6770421257964175,0.7839275814857962
2000-06-19,0.6753875728544365,0.7657898934655676,0.6799692562409891,0.7796798861322249
2000-06-20,0.6780926745632467,0.7693299701698443,0.6825736851253117,0.7750927863180611
2000-06-21,0.6815795932148908,0.773009084918722,0.6848052943623442,0.7702323394789089
2000-06-22,0.6857510590062844,0.7766986337706703,0.6866318432999106,0.7651814197188186
2000-06-23,0.6904978543193044,0.7802784936504817,0.6880398104208567,0.7600372734932547
2000-06-24,0.6957018797403279,0.7836404069470979,0.6890346924521111,0.7549086562946198
2000-06-25,0.7012394727020593,0.7866910198695463,0.689640752378545,0.7499126329949047
2000-06-26,0.7069848831900896,0.7893544870873779,0.689900223748184,0.7451711342012849
2000-06-27,0.7128138064309274,0.791574567689478,0.6898719943325458,0.7408073680185607
2000-06-28,0.7186068708376945,0.7933161521636114,0.6896298072178303,0.7369421907845098
2000-06-29,0.7242529807816177,0.7945661765056891,0.6892600313167034,0.7336905415303135
2000-06-30,0.7296524179447124,0.7953338972395712,0.688859065705332,0.7311580430840618
2000-07-01,0.7347196119709175,0.7956505195557944,0.6885304527482794,0.7294378679338542
2000-07-02,0.7393855006686976,0.7955681894296155,0.6883817833704391,0.7286079593366059
2000-07-03,0.7435994118528759,0.7951583789175133,0.6885214838283326,0.7287286879193545
2000-07-04,0.7473304127059825,0.7945097113280241,0.6890555767499954,0.7298410114668249
2000-07-05,0.7505680878920562,0.7937252891130867,0.6900845099548666,0.7319651910841772
2000-07-06,0.7533227241260112,0.7929196016643263,0.6917001446111375,0.7351001008853936
2000-07-07,0.7556248960145123,0.7922151023114958,0.6939829896942605,0.739223151248067
2000-07-08,0.7575244652464346,0.7917385533584569,0.6969997626092214,0.7442908279877061
2000-07-09,0.7590890221247363,0.7916172446805714,0.7008013464354297,0.7502398320490075
2000-07-10,0.7604018145093201,0.7919751950534016,0.7054212028178403,0.7569887869997853
2000-07-11,0.7615592240186491,0.7929294458810378,0.7108742863908352,0.7644404652444708
2000-07-12,0.7626678623905054,0.7945865543288283,0.7171564921612396,0.772484468920242
2000-07-13,0.7638413718529506,0.7970393871165753,0.724244651910502,0.7810002883310265
2000-07-14,0.7651970218896225,0.8003643075600869,0.7320970798465563,0.7898606498907563
2000-07-15,0.7668522006529269,0.8046188371113141,0.7406546518995908,0.798935057201106
2000-07-16,0.7689209023152579,0.8098398589669361,0.7498423876694258,0.8080934233211703
2000-07-17,0.7715103117645558,0.816042415686684,0.7595714895390585,0.8172096896576279
2000-07-18,0.7747175852429369,0.8232191356364241,0.7697417802870331,0.8261653272896974
2000-07-19,0.7786269198767686,0.8313403049408744,0.7802444690406406,0.83485261993251
2000-07-20,0.7833069967162867,0.8403545830194497,0.7909651659438772,0.843177634037658
2000-07-21,0.7888088711328629,0.850190341222741,0.8017870587415183,0.8510627905491733
2000-07-22,0.7951643715228094,0.860757586121501,0.8125941598104325,0.8584489643169814
2000-07-23,0.8023850526100663,0.8719504121426667,0.8232745301359664,0.865297050786898
2000-07-24,0.8104617336487977,0.8836499129839489,0.8337233873935523,0.8715889549438969
2000-07-25,0.8193646349618703,0.8957274680098632,0.8438460086344883,0.8773279741409143
2000-07-26,0.8290441089986511,0.9080483090191892,0.8535603439938945,0.8825385639186921
2000-07-27,0.8394319449528953,0.9204752646884315,0.8627992661674859,0.8872654937093102
2000-07-28,0.8504432094429951,0.9328725748710758,0.8715123909019342,0.8915724169043486
2000-07-29,0.8619785702992914,0.9451096649159816,0.8796674161085208,0.8955398966509461
2000-07-30,0.8739270365721956,0.9570647713183236,0.8872509410850826,0.8992629444286651
2000-07-31,0.8861690358721491,0.968628314299888,0.8942687423168149,0.9028481425047167
2000-08-01,0.8985797404240289,0.979705920208798,0.9007454979903778,0.906410433359806
2000-08-02,0.9110325460449487,0.9902210067215791,0.9067239692462764,0.9100696687758382
2000-08-03,0.9234026038423536,1.0001168564319494,0.9122636618535797,0.9139470182032211
2000-08-04,0.935570302906036,1.0093581191574816,0.9174390069672349,0.9181613400798482
2000-08-05,0.947424603677172,1.0179316997622272,0.9223371134897541,0.9228256208391238
2000-08-06,0.9588661259790223,1.0258470060057312,0.9270551569062646,0.9280435843899321
2000-08-07,0.9698099027635739,1.0331355493759857,0.9316974799388817,0.9339065699335671
2000-08-08,0.9801877202622872,1.0398499105139056,0.9363724886709845,0.9404907682431506
2000-08-09,0.9899499771495351,1.0460620991522056,0.9411894336848712,0.9478548961930908
2000-08-10,0.9990670091905646,1.0518613559440462,0.9462551690675344,0.9560383766877383
2000-08-11,1.0075298412522593,1.0573514596433788,0.9516709827734611,0.9650600765639343
2000-08-12,1.0153503450604193,1.0626476173557506,0.9575295897721638,0.9749176389518497
2000-08-13,1.022560798215843,1.0678730275944008,0.9639123747110061,0.9855874294362301
2000-08-14,1.0292128572394337,1.0731552153053925,0.9708869636262336,0.9970250976601593
2000-08-15,1.0353759743062265,1.078622244595434,0.9785051947444688,1.0091667382660034
2000-08-16,1.0411353033627846,1.0843989184175022,0.9868015469069066,1.0219306177850065
2000-08-17,1.04658915603952,1.0906030748409545,0.995792070950888,1.0352194177663132
2000-08-18,1.0518460807448777,1.0973420867437096,1.0054738548789657,1.0489229295486027
2000-08-19,1.0570216491879016,1.1047096658947626,1.0158250382521194,1.0629211230521756
2000-08-20,1.0622350430063907,1.1127830636149727,1.0268053754053184,1.0770875011818437
2000-08-21,1.0676055389365906,1.1216207487658896,1.0383573312567227,1.091292643192289
2000-08-22,1.0732489938811585,1.1312606300501142,1.0504076781228342,1.105407834915264
2000-08-23,1.079274431230737,1.1417188739092434,1.062869547503584,1.1193086812392439
2000-08-24,1.0857808268709725,1.152989352129362,1.0756448776803376,1.1328785967393011
2000-08-25,1.0928541875454676,1.1650437351045797,1.08862718655429,1.1460120738634
2000-08-26,1.1005650058121008,1.1778322280897222,1.1017045897719147,1.1586176344898786
2000-08-27,1.1089661649684786,1.1912849292309011,1.114762977108442,1.1706203797948234
2000-08-28,1.1180913543452182,1.205313770231794,1.1276892555137739,1.1819640649443406
2000-08-29,1.1279540406473658,1.219814983711101,1.1403745652994786,1.1926126388216036
2000-08-30,1.1385470249889051,1.2346720261171755,1.1527173767160417,1.2025512044172033
2000-08-31,1.149842598375368,1.2497588719272534,1.1646263776141956,1.2117863722092297
2000-09-01,1.1617932911318543,1.2649435841497116,1.176023068903607,1.220345996355279
2000-09-02,1.174333194645996,1.2800920581772592,1.1868439929428856,1.2282783013077463
2000-09-03,1.1873798172912433,1.295071831036602,1.1970425305740866,1.2356504240335469
2000-09-04,1.2008364209912266,1.3097558461901664,1.2065902149475705,1.2425464138632265
2000-09-05,1.2145947710249254,1.3240260653224738,1.2154775242108047,1.2490647476266403
2000-09-06,1.2285382197546229,1.33777682295084,1.223714130155987,1.255315431702377
2000-09-07,1.2425450353276923,1.3509178271102091,1.231328595603056,1.2614167745131044
2000-09-08,1.2564918793368858,1.3633767195615165,1.2383675291847307,1.267491922495744
2000-09-09,1.2702573331256135,1.375101121667892,1.2448942218405004,1.273665259390147
2000-09-10,1.2837253710187606,1.3860601069073342,1.2509868042661014,1.2800587726262058
2000-09-11,1.296788680286294,1.3962450575167906,1.2567359783732288,1.2867884915336125
2000-09-12,1.3093517320623507,1.4056698805143768,1.2622423880929434,1.2939611000236295
2000-09-13,1.3213335146193363,1.4143705768120718,1.2676137052515057,1.3016708213579693
2000-09-14,1.3326698501278995,1.4224041757781538,1.2729615144593935,1.3099966647714583
2000-09-15,1.3433152280389133,1.4298470658993812,1.2783980867464033,1.3190001132787808
2000-09-16,1.3532441021567212,1.436792769600113,1.2840331348809577,1.3287233192721861
2000-09-17,1.362451613932184,1.4433492262974141,1.2899706438376264,1.3391878598734726
2000-09-18,1.3709537210438367,1.4496356619457673,1.2963058677083812,1.3503940878620064
2000-09-19,1.3787867274790169,1.4557791352438407,1.3031225795527819,1.3623210968265342
2000-09-20,1.386006228580154,1.4619108599954616,1.3104906533888134,1.3749273014774592
2000-09-21,1.392685501387617,1.468162409569466,1.3184640479502734,1.388151616319391
2000-09-22,1.3989133866047647,1.4746619128038498,1.3270792502557751,1.4019151986338487
2000-09-23,1.4047917231748412,1.4815303509538336,1.3363542237852286,1.416123705459507
2000-09-24,1.4104324093765963,1.4888780623904936,1.3462878915299707,1.4306699994579117
2000-09-25,1.415954175156685,1.4968015558143126,1.3568601688037787,1.445437225656774
2000-09-26,1.4214791588365692,1.505380723956476,1.368032544942208,1.4603021704710015
2000-09-27,1.4271293871690318,1.514676538410326,1.3797491973803964,1.4751388064746134
2000-09-28,1.4330232609047493,1.524729292800751,1.3919386066290023,1.4898219214691142
2000-09-29,1.4392721486525002,1.5355574465468351,1.4045156269677388,1.504230728803228
2000-09-30,1.445977190182723,1.5471571057879934,1.4173839559471089,1.5182523580382201
2000-10-01,1.4532264070344862,1.5595021626854224,1.430438936894137,1.5317851314565345
2000-10-02,1.4610922143488605,1.5725451007228133,1.4435706236785417,1.5447415433764171
2000-10-03,1.46962942482276,1.5862184637847407,1.456667037519608,1.557050876981358
2000-10-04,1.4788738358129208,1.600436983348415,1.4696175536395621,1.568661419220626
2000-10-05,1.4888414970002015,1.615100364563563,1.4823163737853355,1.5795422708563212
2000-10-06,1.4995287725622584,1.6300967526187626,1.494666072400538,1.589684799273996
2000-10-07,1.5109133429935078,1.6453069404545908,1.5065812533253573,1.5991038501262431
2000-10-08,1.5229563419292578,1.6606094422191084,1.5179924239114857,1.607838923936997
2000-10-09,1.5356058954301322,1.6758866467572926,1.528850286416551,1.6159556374869979
2000-10-10,1.5488024241910328,1.691032380503491,1.5391307608548113,1.6235479250391163
2000-10-11,1.5624861749652992,1.705961340160105,1.548841180711088,1.630741581532492
2000-10-12,1.576607546888418,1.7206209809685649,1.5580282240667302,1.6376998871214121
2000-10-13,1.5911408368860454,1.7350065279747315,1.5667882243334033,1.6446321419371486
2000-10-14,1.6061019936616483,1.749179757652808,1.5752804966712497,1.651805924722427
2000-10-15,1.62157077267687,1.7632919992341334,1.5837441520487732,1.6595636939996106
2000-10-16,1.637717246031319,1.7776113419757706,1.592518475307853,1.6683438902397918
2000-10-17,1.65483186796826,1.7925532256361487,1.6020662466115843,1.6787058930344807
2000-10-18,1.6733571866371808,1.8087123898457091,1.6129983468164053,1.6913569929749137
2000-10-19,1.69391784773145,1.8268925875471103,1.6260966270989952,1.7071779774912725
2000-10-20,1.7173438775589442,1.8481286613983596,1.642330456740239,1.7272421345088425
2000-10-21,1.7446806116061937,1.8736938131857555,1.6628608265549394,1.7528207161460068
2000-10-22,1.777177433340037,1.9050835849955319,1.6890247422987608,1.7853665897330024
2000-10-23,1.816247194538249,1.9439677513672602,1.722292354385967,1.826467460108558
2000-10-24,1.8633893180188943,1.9921025583228333,1.7641903254633202,1.877761230061351
2000-10-25,1.9200725555104694,2.051198997460819,1.816187733175409,1.9408092265374801
2000-10-26,1.987578356229355,2.122748256147812,1.8795455020274328,2.0169283411219374
2000-10-27,2.066812560808483,2.207812881260772,1.9551367340004717,2.1069903630473426
2000-10-28,2.158100929144851,2.306800721836674,2.0432526612246025,2.21120512562053
2000-10-29,2.2609915886108927,2.4192470050787835,2.1434160919645486,2.328912198810205
2000-10-30,2.374093226997497,2.543636171500488,2.2542296266825286,2.4584119970963325
2000-10-31,2.494980039596768,2.677297472111551,2.373287963002091,2.596869492066551
2000-11-01,2.6201916660523246,2.816405273435056,2.497180956639059,2.7403207130960365
2000-11-02,2.7453479476293468,2.9561057885592703,2.6216061239260973,2.8838031646634965
2000-11-03,2.8653847037688442,3.0907769979908952,2.741596343985856,3.02161662070975
2000-11-04,2.974899491364144,3.2144096218517335,2.851852182325322,3.1477022202507285
2000-11-05,3.068578169661659,3.3210771122908773,2.9471510681023494,3.2561082853667727
2000-11-06,3.1416573766859672,3.4054453996066507,3.022790666508614,3.3414943910542756
2000-11-07,3.1903680114762274,3.463262143905697,3.0750143031575043,3.399614464118984
2000-11-08,3.2123029861583583,3.4917632294879493,3.101364563453009,3.4277177366777836
2000-11-09,3.2066598857389046,3.4899423124817783,3.1009181750340145,3.4248143279400463
2000-11-10,3.1743249699196103,3.458646537357304,3.0743702454449413,3.3917692349591477
2000-11-11,3.1177866465595265,3.4004853096978547,3.023956480575735,3.331211865323764
2000-11-12,3.040890359911857,3.319565108356476,2.9532245721943338,3.2472738771400644
2000-11-13,2.9484685299931153,3.2210870956098465,2.8666865016532195,3.1451914468665514
2000-11-14,2.845894971720859,3.110861596385013,2.769398481486167,3.0308250983615426
2000-11-15,2.738620590265527,2.9948016017428443,2.66652225721439,2.910158183066849
2000-11-16,2.6317453110038835,2.8784554510395433,2.5629197777137858,2.788833160534532
2000-11-17,2.5296711815344897,2.7666278820998125,2.462823781769466,2.6717740892152473
2000-11-18,2.43586585564959,2.6631214221614874,2.3696119846653696,2.56292686055643
2000-11-19,2.3527475171123595,2.570610220168566,2.2856953885825284,2.4651292224555137
2000-11-20,2.2816850535388595,2.4906395403444446,2.2125149353144633,2.3801041188634824
2000-11-21,2.2230936465091076,2.4237292045887355,2.1506278239297196,2.308555221501566
2000-11-22,2.176597526761826,2.369550065540898,2.099856866026996,2.25033449205395
2000-11-23,2.1412288577004555,2.327139556124542,2.0594736297808054,2.204648623608794
2000-11-24,2.1156338844204936,2.2951247581931242,2.028388194326245,2.1702735459600135
2000-11-25,2.098263213441144,2.271927721940196,2.0053237669984716,2.1457523296467707
2000-11-26,2.087530657646331,2.2559360720587875,1.9889615857805991,2.1295599474179885
2000-11-27,2.081932867949915,2.245630476843597,1.9780489006534927,2.120226704110063
