Date,Station_ID,Basin_role,Area_km2,Observed_mm_day,Simulated_mm_day,Observed_m3s,Simulated_m3s
1980-03-16,GRDC_4123300,Humid regulated large basin,235770.5,2.59,2.5901904,7067.657,7068.177
1980-03-17,GRDC_4123300,Humid regulated large basin,235770.5,2.42,2.2860243,6603.7573,6238.1606
1980-03-18,GRDC_4123300,Humid regulated large basin,235770.5,2.2,2.5372722,6003.4155,6923.7725
1980-03-19,GRDC_4123300,Humid regulated large basin,235770.5,2.28,2.937057,6221.721,8014.7153
1980-03-20,GRDC_4123300,Humid regulated large basin,235770.5,2.7,3.2844162,7367.828,8962.598
1980-03-21,GRDC_4123300,Humid regulated large basin,235770.5,3.39,3.6317701,9250.718,9910.466
1980-03-22,GRDC_4123300,Humid regulated large basin,235770.5,3.9699998,4.2312436,10833.436,11546.324
1980-03-23,GRDC_4123300,Humid regulated large basin,235770.5,3.88,4.483695,10587.842,12235.22
1980-03-24,GRDC_4123300,Humid regulated large basin,235770.5,3.7999997,4.5863404,10369.535,12515.321
1980-03-25,GRDC_4123300,Humid regulated large basin,235770.5,4.0,4.7355285,10915.301,12922.43
1980-03-26,GRDC_4123300,Humid regulated large basin,235770.5,3.7399998,4.437033,10205.806,12107.888
1980-03-27,GRDC_4123300,Humid regulated large basin,235770.5,3.42,4.0370255,9332.582,11016.337
1980-03-28,GRDC_4123300,Humid regulated large basin,235770.5,3.42,3.6240935,9332.582,9889.518
1980-03-29,GRDC_4123300,Humid regulated large basin,235770.5,3.01,3.5394928,8213.764,9658.657
1980-03-30,GRDC_4123300,Humid regulated large basin,235770.5,3.11,3.546934,8486.646,9678.963
1980-03-31,GRDC_4123300,Humid regulated large basin,235770.5,3.22,3.696803,8786.817,10087.93
1980-04-01,GRDC_4123300,Humid regulated large basin,235770.5,3.32,3.8399396,9059.699,10478.523
1980-04-02,GRDC_4123300,Humid regulated large basin,235770.5,3.42,3.8194098,9332.582,10422.502
1980-04-03,GRDC_4123300,Humid regulated large basin,235770.5,3.32,3.759935,9059.699,10260.205
1980-04-04,GRDC_4123300,Humid regulated large basin,235770.5,3.27,3.6333141,8923.259,9914.679
1980-04-05,GRDC_4123300,Humid regulated large basin,235770.5,3.22,3.685524,8786.817,10057.15
1980-04-06,GRDC_4123300,Humid regulated large basin,235770.5,3.01,3.634252,8213.764,9917.238
1980-04-07,GRDC_4123300,Humid regulated large basin,235770.5,2.91,3.4804251,7940.8813,9497.472
1980-04-08,GRDC_4123300,Humid regulated large basin,235770.5,2.7,3.1511362,7367.828,8598.899
1980-04-09,GRDC_4123300,Humid regulated large basin,235770.5,2.79,3.088386,7613.4224,8427.666
1980-04-10,GRDC_4123300,Humid regulated large basin,235770.5,2.63,3.2452219,7176.8105,8855.644
1980-04-11,GRDC_4123300,Humid regulated large basin,235770.5,2.87,3.264758,7831.728,8908.954
1980-04-12,GRDC_4123300,Humid regulated large basin,235770.5,3.24,2.9645925,8841.394,8089.8545
1980-04-13,GRDC_4123300,Humid regulated large basin,235770.5,3.11,2.9435105,8486.646,8032.3257
1980-04-14,GRDC_4123300,Humid regulated large basin,235770.5,3.22,3.6622348,8786.817,9993.599
1980-04-15,GRDC_4123300,Humid regulated large basin,235770.5,3.32,4.3938103,9059.699,11989.94
1980-04-16,GRDC_4123300,Humid regulated large basin,235770.5,3.27,4.9842496,8923.259,13601.1455
1980-04-17,GRDC_4123300,Humid regulated large basin,235770.5,3.37,5.212377,9196.141,14223.666
1980-04-18,GRDC_4123300,Humid regulated large basin,235770.5,3.42,5.04149,9332.582,13757.345
1980-04-19,GRDC_4123300,Humid regulated large basin,235770.5,3.32,4.308105,9059.699,11756.065
1980-04-20,GRDC_4123300,Humid regulated large basin,235770.5,3.22,3.7465005,8786.817,10223.545
1980-04-21,GRDC_4123300,Humid regulated large basin,235770.5,2.8,3.1286883,7640.7104,8537.644
1980-04-22,GRDC_4123300,Humid regulated large basin,235770.5,2.33,2.7160974,6358.1626,7411.755
1980-04-23,GRDC_4123300,Humid regulated large basin,235770.5,1.95,2.343216,5321.2095,6394.2266
1980-04-24,GRDC_4123300,Humid regulated large basin,235770.5,1.6,2.044464,4366.1206,5578.9854
1980-04-25,GRDC_4123300,Humid regulated large basin,235770.5,1.35,1.7684262,3683.914,4825.726
1980-04-26,GRDC_4123300,Humid regulated large basin,235770.5,1.09,1.5210683,2974.4194,4150.7295
1980-04-27,GRDC_4123300,Humid regulated large basin,235770.5,0.91,1.3260834,2483.231,3618.65
1980-04-28,GRDC_4123300,Humid regulated large basin,235770.5,0.98,1.3318262,2674.2488,3634.3208
1980-04-29,GRDC_4123300,Humid regulated large basin,235770.5,1.43,1.4470327,3902.22,3948.6992
1980-04-30,GRDC_4123300,Humid regulated large basin,235770.5,1.5,1.5419253,4093.2378,4207.6445
1980-05-01,GRDC_4123300,Humid regulated large basin,235770.5,1.66,1.6500226,4529.8496,4502.6235
1980-05-02,GRDC_4123300,Humid regulated large basin,235770.5,1.92,1.690158,5239.344,4612.146
1980-05-03,GRDC_4123300,Humid regulated large basin,235770.5,2.08,1.5808556,5675.956,4313.8784
1980-05-04,GRDC_4123300,Humid regulated large basin,235770.5,2.13,1.4399288,5812.398,3929.314
1980-05-05,GRDC_4123300,Humid regulated large basin,235770.5,1.82,1.281875,4966.462,3498.013
1980-05-06,GRDC_4123300,Humid regulated large basin,235770.5,1.35,1.1395416,3683.914,3109.6099
1980-05-07,GRDC_4123300,Humid regulated large basin,235770.5,1.04,1.0278423,2837.978,2804.802
1980-05-08,GRDC_4123300,Humid regulated large basin,235770.5,0.78999996,0.8803471,2155.7717,2402.3132
1980-05-09,GRDC_4123300,Humid regulated large basin,235770.5,0.63,0.79115653,1719.1599,2158.928
1980-05-10,GRDC_4123300,Humid regulated large basin,235770.5,0.66,0.7386026,1801.0247,2015.5173
1980-05-11,GRDC_4123300,Humid regulated large basin,235770.5,0.5899999,0.66260886,1610.0066,1808.1438
1980-05-12,GRDC_4123300,Humid regulated large basin,235770.5,0.43999994,0.6125832,1200.6829,1671.6326
1980-05-13,GRDC_4123300,Humid regulated large basin,235770.5,0.73,0.69933546,1992.0425,1908.3643
1980-05-14,GRDC_4123300,Humid regulated large basin,235770.5,1.17,1.0301645,3192.7253,2811.1387
1980-05-15,GRDC_4123300,Humid regulated large basin,235770.5,1.25,1.198934,3411.0315,3271.6812
1980-05-16,GRDC_4123300,Humid regulated large basin,235770.5,1.31,1.1765312,3574.7607,3210.5479
1980-05-17,GRDC_4123300,Humid regulated large basin,235770.5,1.41,1.2026553,3847.6436,3281.8362
1980-05-18,GRDC_4123300,Humid regulated large basin,235770.5,1.66,1.3234476,4529.8496,3611.457
1980-05-19,GRDC_4123300,Humid regulated large basin,235770.5,1.42,1.5661898,3874.9316,4273.858
1980-05-20,GRDC_4123300,Humid regulated large basin,235770.5,1.43,1.8127545,3902.22,4946.69
1980-05-21,GRDC_4123300,Humid regulated large basin,235770.5,1.4,2.0325103,3820.3552,5546.365
1980-05-22,GRDC_4123300,Humid regulated large basin,235770.5,1.68,2.1975043,4584.4263,5996.605
1980-05-23,GRDC_4123300,Humid regulated large basin,235770.5,1.89,2.2108786,5157.4795,6033.101
1980-05-24,GRDC_4123300,Humid regulated large basin,235770.5,2.33,2.275959,6358.1626,6210.6943
1980-05-25,GRDC_4123300,Humid regulated large basin,235770.5,2.13,2.188027,5812.398,5970.743
1980-05-26,GRDC_4123300,Humid regulated large basin,235770.5,1.87,1.9596136,5102.9033,5347.443
1980-05-27,GRDC_4123300,Humid regulated large basin,235770.5,1.66,1.782859,4529.8496,4865.1104
1980-05-28,GRDC_4123300,Humid regulated large basin,235770.5,1.61,1.5773858,4393.4087,4304.41
1980-05-29,GRDC_4123300,Humid regulated large basin,235770.5,1.35,1.288167,3683.914,3515.1826
1980-05-30,GRDC_4123300,Humid regulated large basin,235770.5,0.99,1.0498973,2701.5369,2864.9863
1980-05-31,GRDC_4123300,Humid regulated large basin,235770.5,0.78000003,0.8867243,2128.4836,2419.7156
1980-06-01,GRDC_4123300,Humid regulated large basin,235770.5,0.66,0.77956975,1801.0247,2127.3096
1980-06-02,GRDC_4123300,Humid regulated large basin,235770.5,0.89,0.7614906,2428.6543,2077.9746
1980-06-03,GRDC_4123300,Humid regulated large basin,235770.5,1.13,0.7630282,3083.5725,2082.1707
1980-06-04,GRDC_4123300,Humid regulated large basin,235770.5,1.61,0.879534,4393.4087,2400.0945
1980-06-05,GRDC_4123300,Humid regulated large basin,235770.5,2.04,0.89560795,5566.803,2443.9575
1980-06-06,GRDC_4123300,Humid regulated large basin,235770.5,2.21,0.8636797,6030.7036,2356.831
1980-06-07,GRDC_4123300,Humid regulated large basin,235770.5,2.13,0.8085677,5812.398,2206.44
1980-06-08,GRDC_4123300,Humid regulated large basin,235770.5,1.92,0.80870545,5239.344,2206.816
1980-06-09,GRDC_4123300,Humid regulated large basin,235770.5,1.9,0.8897736,5184.7676,2428.0366
1980-06-10,GRDC_4123300,Humid regulated large basin,235770.5,1.9,0.9717484,5184.7676,2651.7314
1980-06-11,GRDC_4123300,Humid regulated large basin,235770.5,1.82,0.87636507,4966.462,2391.447
1980-06-12,GRDC_4123300,Humid regulated large basin,235770.5,1.69,0.7742866,4611.715,2112.8928
1980-06-13,GRDC_4123300,Humid regulated large basin,235770.5,1.54,0.6665921,4202.3906,1819.0134
1980-06-14,GRDC_4123300,Humid regulated large basin,235770.5,1.46,0.5749062,3984.085,1568.8185
1980-06-15,GRDC_4123300,Humid regulated large basin,235770.5,1.2,0.5183948,3274.5903,1414.6089
1980-06-16,GRDC_4123300,Humid regulated large basin,235770.5,0.95,0.50450075,2592.3838,1376.6943
1980-06-17,GRDC_4123300,Humid regulated large basin,235770.5,0.89,0.522287,2428.6543,1425.23
1980-06-18,GRDC_4123300,Humid regulated large basin,235770.5,0.93,0.5864562,2537.8074,1600.3364
1980-06-19,GRDC_4123300,Humid regulated large basin,235770.5,1.0,0.5388448,2728.8252,1470.4133
1980-06-20,GRDC_4123300,Humid regulated large basin,235770.5,0.93,0.4940865,2537.8074,1348.2758
1980-06-21,GRDC_4123300,Humid regulated large basin,235770.5,0.78000003,0.43657827,2128.4836,1191.3458
1980-06-22,GRDC_4123300,Humid regulated large basin,235770.5,0.51,0.39651632,1391.7008,1082.0237
1980-06-23,GRDC_4123300,Humid regulated large basin,235770.5,0.51,0.36829102,1391.7008,1005.00183
1980-06-24,GRDC_4123300,Humid regulated large basin,235770.5,0.48000002,0.3523574,1309.8362,961.5217
1980-06-25,GRDC_4123300,Humid regulated large basin,235770.5,0.38,0.34076858,1036.9536,929.8979
1980-06-26,GRDC_4123300,Humid regulated large basin,235770.5,0.41999996,0.35054898,1146.1064,956.5869
1980-06-27,GRDC_4123300,Humid regulated large basin,235770.5,0.22000003,0.34750748,600.3416,948.2872
1980-06-28,GRDC_4123300,Humid regulated large basin,235770.5,0.39,0.33253396,1064.2418,907.42706
1980-06-29,GRDC_4123300,Humid regulated large basin,235770.5,0.51,0.34728348,1391.7008,947.6759
1980-06-30,GRDC_4123300,Humid regulated large basin,235770.5,0.57,0.3687415,1555.4303,1006.23114
1980-07-01,GRDC_4123300,Humid regulated large basin,235770.5,0.86,0.4078225,2346.7898,1112.8763
1980-07-02,GRDC_4123300,Humid regulated large basin,235770.5,0.40999997,0.41779888,1118.8182,1140.1001
1980-07-03,GRDC_4123300,Humid regulated large basin,235770.5,0.60999995,0.41419506,1664.5833,1130.2659
1980-07-04,GRDC_4123300,Humid regulated large basin,235770.5,0.73,0.44270062,1992.0425,1208.0526
1980-07-05,GRDC_4123300,Humid regulated large basin,235770.5,0.47000003,0.6372884,1282.548,1739.0486
1980-07-06,GRDC_4123300,Humid regulated large basin,235770.5,0.64,0.7753155,1746.4481,2115.7004
1980-07-07,GRDC_4123300,Humid regulated large basin,235770.5,0.62000006,0.79152334,1691.8718,2159.9287
1980-07-08,GRDC_4123300,Humid regulated large basin,235770.5,0.35000002,0.7913959,955.08887,2159.581
1980-07-09,GRDC_4123300,Humid regulated large basin,235770.5,0.7200001,0.82076883,1964.7544,2239.7346
1980-07-10,GRDC_4123300,Humid regulated large basin,235770.5,1.55,1.0054157,4229.6787,2743.6035
1980-07-11,GRDC_4123300,Humid regulated large basin,235770.5,2.35,1.2748878,6412.739,3478.946
1980-07-12,GRDC_4123300,Humid regulated large basin,235770.5,2.33,1.3272519,6358.1626,3621.8384
1980-07-13,GRDC_4123300,Humid regulated large basin,235770.5,2.14,1.3179559,5839.686,3596.4712
1980-07-14,GRDC_4123300,Humid regulated large basin,235770.5,1.85,1.149552,5048.3267,3136.9265
1980-07-15,GRDC_4123300,Humid regulated large basin,235770.5,1.72,0.99570525,4693.5796,2717.1055
1980-07-16,GRDC_4123300,Humid regulated large basin,235770.5,1.33,0.8769034,3629.3376,2392.916
1980-07-17,GRDC_4123300,Humid regulated large basin,235770.5,0.88,0.79257196,2401.3662,2162.7903
1980-07-18,GRDC_4123300,Humid regulated large basin,235770.5,0.39999998,0.6971337,1091.53,1902.3561
1980-07-19,GRDC_4123300,Humid regulated large basin,235770.5,0.68,0.56732345,1855.6012,1548.1265
1980-07-20,GRDC_4123300,Humid regulated large basin,235770.5,0.44999993,0.49365807,1227.9712,1347.1066
1980-07-21,GRDC_4123300,Humid regulated large basin,235770.5,0.38,0.43701518,1036.9536,1192.538
1980-07-22,GRDC_4123300,Humid regulated large basin,235770.5,0.32000005,0.497177,873.2242,1356.7091
1980-07-23,GRDC_4123300,Humid regulated large basin,235770.5,0.96,0.8226436,2619.672,2244.8506
1980-07-24,GRDC_4123300,Humid regulated large basin,235770.5,1.35,0.95687836,3683.914,2611.1538
1980-07-25,GRDC_4123300,Humid regulated large basin,235770.5,1.48,0.9475735,4038.6614,2585.7625
1980-07-26,GRDC_4123300,Humid regulated large basin,235770.5,1.17,0.7313261,3192.7253,1995.6611
1980-07-27,GRDC_4123300,Humid regulated large basin,235770.5,0.71,0.63467836,1937.4658,1731.9263
1980-07-28,GRDC_4123300,Humid regulated large basin,235770.5,0.5,0.7535158,1364.4126,2056.213
1980-07-29,GRDC_4123300,Humid regulated large basin,235770.5,0.83,1.1512989,2264.9248,3141.6934
1980-07-30,GRDC_4123300,Humid regulated large basin,235770.5,1.11,1.2415918,3028.996,3388.087
1980-07-31,GRDC_4123300,Humid regulated large basin,235770.5,1.25,1.1399901,3411.0315,3110.8337
1980-08-01,GRDC_4123300,Humid regulated large basin,235770.5,1.16,1.0066621,3165.4373,2747.005
1980-08-02,GRDC_4123300,Humid regulated large basin,235770.5,0.86,0.9744428,2346.7898,2659.084
1980-08-03,GRDC_4123300,Humid regulated large basin,235770.5,0.78999996,0.92742735,2155.7717,2530.787
1980-08-04,GRDC_4123300,Humid regulated large basin,235770.5,1.08,1.2643385,2947.1313,3450.1587
1980-08-05,GRDC_4123300,Humid regulated large basin,235770.5,1.37,1.4495782,3738.4905,3955.6455
1980-08-06,GRDC_4123300,Humid regulated large basin,235770.5,1.58,1.2532834,4311.544,3419.9912
1980-08-07,GRDC_4123300,Humid regulated large basin,235770.5,1.59,1.384452,4338.832,3777.9275
1980-08-08,GRDC_4123300,Humid regulated large basin,235770.5,1.41,1.3370732,3847.6436,3648.6392
1980-08-09,GRDC_4123300,Humid regulated large basin,235770.5,1.21,1.2634546,3301.8787,3447.7466
1980-08-10,GRDC_4123300,Humid regulated large basin,235770.5,0.91,1.2295105,2483.231,3355.1194
1980-08-11,GRDC_4123300,Humid regulated large basin,235770.5,0.92,1.0686649,2510.5193,2916.1997
1980-08-12,GRDC_4123300,Humid regulated large basin,235770.5,1.14,1.0447037,3110.8606,2850.8137
1980-08-13,GRDC_4123300,Humid regulated large basin,235770.5,1.45,1.0176163,3956.7966,2776.897
1980-08-14,GRDC_4123300,Humid regulated large basin,235770.5,2.08,0.9873792,5675.956,2694.3853
1980-08-15,GRDC_4123300,Humid regulated large basin,235770.5,2.23,1.085283,6085.2803,2961.5476
1980-08-16,GRDC_4123300,Humid regulated large basin,235770.5,1.87,1.2623398,5102.9033,3444.7048
1980-08-17,GRDC_4123300,Humid regulated large basin,235770.5,1.56,1.3463576,4256.9673,3673.9746
1980-08-18,GRDC_4123300,Humid regulated large basin,235770.5,1.48,1.5456148,4038.6614,4217.713
1980-08-19,GRDC_4123300,Humid regulated large basin,235770.5,1.63,2.1358523,4447.985,5828.3677
1980-08-20,GRDC_4123300,Humid regulated large basin,235770.5,2.15,2.899187,5866.9746,7911.375
1980-08-21,GRDC_4123300,Humid regulated large basin,235770.5,2.55,2.902827,6958.504,7921.3076
1980-08-22,GRDC_4123300,Humid regulated large basin,235770.5,2.68,2.9266133,7313.2515,7986.2163
1980-08-23,GRDC_4123300,Humid regulated large basin,235770.5,2.44,2.8828716,6658.3335,7866.8525
1980-08-24,GRDC_4123300,Humid regulated large basin,235770.5,2.54,2.4090838,6931.216,6573.9688
1980-08-25,GRDC_4123300,Humid regulated large basin,235770.5,2.28,2.1767845,6221.721,5940.0645
1980-08-26,GRDC_4123300,Humid regulated large basin,235770.5,1.91,1.8203931,5212.056,4967.5347
1980-08-27,GRDC_4123300,Humid regulated large basin,235770.5,1.28,1.4071423,3492.8962,3839.8452
1980-08-28,GRDC_4123300,Humid regulated large basin,235770.5,0.9,1.1098002,2455.9426,3028.4507
1980-08-29,GRDC_4123300,Humid regulated large basin,235770.5,0.78999996,0.87373596,2155.7717,2384.2727
1980-08-30,GRDC_4123300,Humid regulated large basin,235770.5,0.70000005,0.695188,1910.1777,1897.0465
1980-08-31,GRDC_4123300,Humid regulated large basin,235770.5,0.66,0.61406446,1801.0247,1675.6746
1980-09-01,GRDC_4123300,Humid regulated large basin,235770.5,0.64,0.62424237,1746.4481,1703.4482
1980-09-02,GRDC_4123300,Humid regulated large basin,235770.5,0.62000006,0.6764678,1691.8718,1845.9623
1980-09-03,GRDC_4123300,Humid regulated large basin,235770.5,0.49,0.77500004,1337.1244,2114.8396
1980-09-04,GRDC_4123300,Humid regulated large basin,235770.5,0.40999997,0.7755445,1118.8182,2116.3254
1980-09-05,GRDC_4123300,Humid regulated large basin,235770.5,0.5400001,0.8078439,1473.5658,2204.4648
1980-09-06,GRDC_4123300,Humid regulated large basin,235770.5,0.64,0.8526241,1746.4481,2326.662
1980-09-07,GRDC_4123300,Humid regulated large basin,235770.5,0.71,0.8678918,1937.4658,2368.325
1980-09-08,GRDC_4123300,Humid regulated large basin,235770.5,0.58,0.9027912,1582.7186,2463.5593
1980-09-09,GRDC_4123300,Humid regulated large basin,235770.5,0.46000004,0.89419585,1255.2596,2440.1042
1980-09-10,GRDC_4123300,Humid regulated large basin,235770.5,0.39,0.68170506,1064.2418,1860.2539
1980-09-11,GRDC_4123300,Humid regulated large basin,235770.5,0.49,0.6323556,1337.1244,1725.5878
1980-09-12,GRDC_4123300,Humid regulated large basin,235770.5,0.5,0.7071888,1364.4126,1929.7946
1980-09-13,GRDC_4123300,Humid regulated large basin,235770.5,0.39999998,0.59099436,1091.53,1612.7203
1980-09-14,GRDC_4123300,Humid regulated large basin,235770.5,0.26,0.5150889,709.4945,1405.5876
1980-09-15,GRDC_4123300,Humid regulated large basin,235770.5,0.35000002,0.5239159,955.08887,1429.6749
1980-09-16,GRDC_4123300,Humid regulated large basin,235770.5,0.68,0.5068389,1855.6012,1383.0748
1980-09-17,GRDC_4123300,Humid regulated large basin,235770.5,0.24000001,0.47206426,654.9181,1288.1808
1980-09-18,GRDC_4123300,Humid regulated large basin,235770.5,0.39,0.5258477,1064.2418,1434.9464
1980-09-19,GRDC_4123300,Humid regulated large basin,235770.5,0.36,0.55772614,982.37714,1521.9371
1980-09-20,GRDC_4123300,Humid regulated large basin,235770.5,0.21000004,0.5696487,573.0534,1554.4717
1980-09-21,GRDC_4123300,Humid regulated large basin,235770.5,0.31000006,0.51030755,845.936,1392.5402
1980-09-22,GRDC_4123300,Humid regulated large basin,235770.5,0.22000003,0.45486474,600.3416,1241.2463
1980-09-23,GRDC_4123300,Humid regulated large basin,235770.5,0.34000003,0.43972647,927.80066,1199.9366
1980-09-24,GRDC_4123300,Humid regulated large basin,235770.5,0.32000005,0.45834005,873.2242,1250.7299
1980-09-25,GRDC_4123300,Humid regulated large basin,235770.5,0.31000006,0.4860276,845.936,1326.2843
1980-09-26,GRDC_4123300,Humid regulated large basin,235770.5,0.30000007,0.516055,818.64777,1408.2239
1980-09-27,GRDC_4123300,Humid regulated large basin,235770.5,0.17999995,0.5361172,491.1884,1462.9701
1980-09-28,GRDC_4123300,Humid regulated large basin,235770.5,0.18999994,0.49471986,518.4766,1350.004
1980-09-29,GRDC_4123300,Humid regulated large basin,235770.5,0.31000006,0.4188105,845.936,1142.8606
