station_id,longitude,latitude,river_name,catchment_name,catchment_area_km2,series_type
GRDC_3634220,-64.8861,-6.3192,Tapaua,Amazonas,38394.965,obs
GRDC_3634320,-64.3858,-6.5389,Purus,Amazonas,237359.66,obs
GRDC_3634340,-64.7975,-7.2581,Purus,Amazonas,227885.88,obs
GRDC_3634350,-66.9997,-7.7156,Purus,Amazonas,154883.78,obs
GRDC_3634360,-67.375,-8.6533,Purus,Amazonas,105911.31,obs
GRDC_3634400,-68.7239,-9.3744,Iaco _ Yaco,Amazonas,11309.629,obs
GRDC_3635010,-60.0253,-4.8972,Madeira,Amazonas,1314811,obs
GRDC_3635030,-61.3019,-5.8167,Madeira,Amazonas,1149993.8,obs
GRDC_3635040,-63.9169,-8.7483,Madeira,Amazonas,978989.1,obs
GRDC_3635100,-61.7661,-6.3592,Marmelos,Amazonas,26671.115,obs
GRDC_3635310,-63.7106,-8.7986,Candeias,Amazonas,12404.729,obs
GRDC_3635408,-61.9356,-10.8736,Ji Parana _ Machado,Amazonas,33007.914,obs
GRDC_3635410,-61.215,-11.6525,Ji Parana _ Machado,Amazonas,16319.443,obs
GRDC_3635550,-60.6919,-9.8169,Roosevelt,Amazonas,24464.215,obs
GRDC_3635551,-60.7094,-7.5928,Roosevelt,Amazonas,59561.117,obs
GRDC_3635600,-59.4661,-10.1694,Aripuana,Amazonas,15344.279,obs
GRDC_3635650,-60.65,-7.2078,Aripuana,Amazonas,131322.16,obs
GRDC_3635651,-60.5867,-7.7067,Aripuana,Amazonas,70445.16,obs
GRDC_3635660,-60.5761,-7.7394,Guariba,Amazonas,16268.518,obs
GRDC_3636100,-56.04,-1.1014,Cumina _ Paru De Oeste,Amazonas,34815.332,obs
GRDC_3636200,-57.0469,-1.0875,Trombetas,Amazonas,77996.75,obs
GRDC_3636500,-57.0569,-1.1006,Mapuera _ Urucurina,Amazonas,25848.326,obs
GRDC_3636501,-57.9747,-0.6947,Mapuera _ Urucurina,Amazonas,21686.7,obs
GRDC_3637150,-57.6428,-6.0453,Tapajos,Amazonas,364441.3,obs
GRDC_3637380,-58.3428,-11.3583,Juruena,Amazonas,55944.863,obs
GRDC_3637390,-58.2808,-7.7311,Juruena,Amazonas,182916.25,obs
GRDC_3637771,-56.0194,-9.6406,Teles Pires _ Sao Manuel,Amazonas,81835.65,obs
GRDC_3637772,-55.5706,-10.1133,Teles Pires _ Sao Manuel,Amazonas,52376.457,obs
GRDC_3637773,-55.7025,-11.6517,Teles Pires _ Sao Manuel,Amazonas,34777.938,obs
GRDC_3637774,-55.7928,-12.6742,Teles Pires _ Sao Manuel,Amazonas,14209.156,obs
GRDC_3637775,-55.3347,-13.5575,Teles Pires _ Sao Manuel,Amazonas,10897.428,obs
GRDC_3637790,-57.9503,-7.6147,Teles Pires _ Sao Manuel,Amazonas,139163.42,obs
GRDC_3637910,-57.4236,-11.5367,Arinos,Amazonas,37150.508,obs
GRDC_3638010,-51.5675,-3.7314,Bacaja,Amazonas,24851.676,obs
GRDC_3638051,-51.9953,-6.7358,Xingu,Amazonas,211156.17,obs
GRDC_3638120,-54.0125,-4.5278,Iriri,Amazonas,122640.93,obs
GRDC_3638150,-54.2456,-5.6967,Iriri,Amazonas,58832.297,obs
GRDC_3649014,-49.0639,-14.7397,Das Almas,Tocantins,18374.092,obs
GRDC_3649030,-48.6739,-14.9775,Maranhao,Tocantins,11286.143,obs
GRDC_3649031,-49.0417,-14.5186,Maranhao,Tocantins,34762.33,obs
GRDC_3649150,-46.8375,-13.7625,Parana,Tocantins,22884.416,obs
GRDC_3649211,-48.6572,-11.9819,Santa Tereza,Tocantins,13913.737,obs
GRDC_3649240,-48.2886,-11.5328,Manuel Alves,Tocantins,14538.109,obs
GRDC_3649251,-48.5328,-12.0231,Tocantins,Tocantins,128682.97,obs
GRDC_3649255,-48.2367,-12.7425,Tocantins,Tocantins,63894.35,obs
GRDC_3649310,-47.3117,-7.7078,Manuel Alves Grande,Tocantins,10061.203,obs
GRDC_3649320,-47.9292,-9.3069,Do Sono,Tocantins,44160.293,obs
GRDC_3649321,-47.6747,-9.9633,Do Sono,Tocantins,18141.68,obs
GRDC_3649409,-50.6625,-11.6181,Araguaia,Tocantins,196521.08,obs
GRDC_3649411,-52.5497,-16.2006,Verde,Tocantins,18478.344,obs
GRDC_3649412,-51.8281,-15.7381,Araguaia,Tocantins,50265.766,obs
GRDC_3649413,-50.585,-13.2097,Araguaia,Tocantins,117613.9,obs
GRDC_3649414,-50.6667,-11.9167,Araguaia,Tocantins,134147.1,obs
GRDC_3649416,-49.2594,-8.2694,Araguaia,Tocantins,326749.56,obs
GRDC_3649418,-48.5422,-6.4097,Araguaia,Tocantins,372095.75,obs
GRDC_3649419,-48.1325,-5.6514,Araguaia,Tocantins,383486.03,obs
GRDC_3649422,-52.2278,-15.8914,Araguaia,Tocantins,36908.652,obs
GRDC_3649424,-50.8,-13.6897,Araguaia,Tocantins,92917.91,obs
GRDC_3649459,-51.8528,-15.8897,Caiapo,Tocantins,12095.751,obs
GRDC_3649460,-49.9342,-10.5647,Javaes,Tocantins,39414.2,obs
GRDC_3649465,-49.5892,-12.4178,Formoso,Tocantins,6711.963,obs
GRDC_3649617,-52.355,-14.6725,Das Mortes,Tocantins,25232.31,obs
GRDC_3649618,-51.6964,-14.0867,Das Mortes,Tocantins,40791.652,obs
GRDC_3649619,-50.9636,-12.2919,Das Mortes,Tocantins,59283.266,obs
GRDC_3649640,-50.4011,-13.5614,Crixas Acu,Tocantins,18438.498,obs
GRDC_3649900,-49.3242,-5.1281,Tocantins,Tocantins,743372.5,obs
GRDC_3649901,-49.1244,-5.3386,Tocantins,Tocantins,699551.06,obs
GRDC_3649902,-47.4689,-5.7894,Tocantins,Tocantins,298489.34,obs
GRDC_3649904,-47.4731,-7.3375,Tocantins,Tocantins,275880.44,obs
GRDC_3649905,-48.1114,-8.3917,Tocantins,Tocantins,243494,obs
GRDC_3649950,-49.6533,-3.7578,Tocantins,Tocantins,762774.3,obs
GRDC_3649960,-49.2214,-5.4867,Itacaiunas,Tocantins,37674,obs
GRDC_3650150,-47.7681,-2.5128,Capim,Capim,33028.49,obs
GRDC_3650202,-46.3161,-1.8006,Gurupi,Gurupi,32937.758,obs
GRDC_3650285,-45.4583,-3.6611,Pindare,Pindare,35498.383,obs
GRDC_3650335,-44.7653,-4.2194,Mearim,Mearim,25754.232,obs
GRDC_3650355,-43.3583,-4.8653,Itapecuru,Itapecuru,32714.225,obs
GRDC_3650359,-44.3792,-3.6278,Itapecuru,Itapecuru,49922.125,obs
GRDC_3650470,-42.6967,-5.2025,Poti,Parnaiba,51678.45,obs
GRDC_3650471,-41.7375,-5.2231,Poti,Parnaiba,19267.477,obs
GRDC_3650475,-42.2297,-3.9028,Longa,Parnaiba,11300.912,obs
GRDC_3650477,-41.9742,-3.7239,Longa,Parnaiba,21881.18,obs
GRDC_3650481,-42.37,-3.4539,Parnaiba,Parnaiba,299671.62,obs
GRDC_3650634,-38.4464,-5.1219,Banabuiu,Jaguaribe,17339.049,obs
GRDC_3650745,-38.8672,-6.4067,Salgado,Jaguaribe,12513.645,obs
GRDC_3650750,-37.3525,-6.3781,Piranhas Acu,Atlantico_Trecho Norte-Nordeste,21709.957,obs
GRDC_3651408,-45.3825,-16.9067,Paracatu,Sao Francisco,41573.91,obs
GRDC_3651678,-43.8456,-11.3553,Grande,Sao Francisco,46445.52,obs
GRDC_3651807,-43.2825,-11.5583,Sao Francisco,Sao Francisco,346390.47,obs
GRDC_3652030,-39.6328,-10.9733,Itapicuru,Itapicuru,11909.8,obs
GRDC_3652039,-37.8033,-11.7347,Itapicuru,Itapicuru,35403.664,obs
GRDC_3652130,-39.8481,-12.5156,Paraguacu,Paraguacu,32161.334,obs
GRDC_3652455,-39.5236,-15.9483,Jequitinhonha,Jequitinhonha,68303.914,obs
GRDC_3652600,-40.0639,-19.4075,Doce,Doce,82505.16,obs
GRDC_3652890,-41.3003,-21.7533,Paraiba Do Sul,Paraiba Do Sul,56013.875,obs
GRDC_3653352,-49.0656,-26.9186,Itajai Acu,Atlantico_Trecho Sudeste,12044.773,obs
GRDC_3662300,-53.0533,-21.6097,Anhandui,Parana,13606.143,obs
GRDC_3662400,-53.7358,-24.1661,Piquiri Trib. Parana,Parana,20979.262,obs
GRDC_3662650,-53.3042,-23.1981,Ivai,Parana,34593.94,obs
GRDC_3664160,-54.4331,-25.6831,Iguacu,Parana,66941.39,obs
GRDC_3664802,-51.0803,-26.2281,Iguacu,Parana,24207.928,obs
GRDC_3666020,-57.4372,-19.6006,Paraguai _ Paraguay,Parana,373835.3,obs
GRDC_3666050,-57.7022,-16.0761,Paraguai _ Paraguay,Parana,32632.12,obs
GRDC_3666600,-56.3992,-20.2408,Miranda,Parana,15050.164,obs
GRDC_3666700,-54.7619,-18.5078,Taquari-Mirim,Parana,27950.805,obs
GRDC_3667060,-57.8911,-21.7003,Paraguai _ Paraguay,Parana,579411.3,obs
GRDC_3667400,-57.3039,-22.2236,Apa,Parana,10208.258,obs
GRDC_4101501,-152.12,69.36,Colville,Colville,35346.367,obs
GRDC_4101900,-160.1336,66.973,Kobuk,Kobuk,24398.973,obs
GRDC_4102100,-158.1032,61.8704,Kuskokwim,Kuskokwim,80176.875,obs
GRDC_4102740,-157.4752,59.3484,Nushagak,Nushagak,26252.135,obs
GRDC_4103200,-162.8829,61.9337,Yukon,Yukon,819520.5,obs
GRDC_4103550,-149.7203,65.8751,Yukon,Yukon,499456,obs
GRDC_4103600,-149.0941,64.5648,Tanana,Yukon,64095.137,obs
GRDC_4103750,-143.7486,63.388,Tanana,Yukon,21008.756,obs
GRDC_4103820,-141.4045,64.3089,Fortymile,Yukon,13976.156,obs
GRDC_4105700,-144.4579,61.4651,Copper,Copper,56818.34,obs
GRDC_4105710,-144.7467,60.6711,Copper,Copper,65253.98,obs
GRDC_4105800,-150.5147,61.5442,Susitna,Susitna,49969.76,obs
GRDC_4105810,-150.1772,62.1778,Susitna,Susitna,28528.604,obs
GRDC_4105820,-149.6934,62.7673,Susitna,Susitna,15636.112,obs
GRDC_4106600,-133.7,58.54,Taku,Taku,16724.86,obs
GRDC_4113300,-97.0281,47.9275,Red River Of The North,Nelson,66372.46,obs
GRDC_4113301,-97.1476,48.5722,Red River Of The North,Nelson,78163.11,obs
GRDC_4113303,-96.7837,46.8611,Red River Of The North,Nelson,17377.707,obs
GRDC_4113304,-96.7959,46.6597,Red River Of The North,Nelson,10993.909,obs
GRDC_4113305,-96.5948,46.2652,Red River Of The North,Nelson,9838.827,obs
GRDC_4115100,-123.0429,44.9443,Willamette,Columbia,18807.158,obs
GRDC_4115101,-122.6679,45.5185,Willamette,Columbia,28841.299,obs
GRDC_4115200,-121.1734,45.6073,Columbia,Columbia,600111.75,obs
GRDC_4115201,-123.184,46.1815,Columbia,Columbia,650736.06,obs
GRDC_4115202,-119.8648,46.6287,Columbia,Columbia,248852.72,obs
GRDC_4115203,-120.0812,47.3324,Columbia,Columbia,232742.08,obs
GRDC_4115205,-119.8667,47.9465,Columbia,Columbia,224291.9,obs
GRDC_4115206,-118.9828,47.9654,Columbia,Columbia,194690.42,obs
GRDC_4115260,-119.4781,46.2535,Yakima,Columbia,14591.125,obs
GRDC_4115300,-119.4617,48.6324,Okanogan,Columbia,18760.035,obs
GRDC_4115301,-119.7045,48.2813,Okanogan,Columbia,20954.54,obs
GRDC_4115322,-116.5085,48.9963,Kootenay,Columbia,34307.395,obs
GRDC_4115331,-114.5851,47.3674,Flathead,Columbia,23235.326,obs
GRDC_4115332,-114.2468,47.6802,Flathead,Columbia,18305.64,obs
GRDC_4115346,-116.1177,48.0916,Clark Fork,Columbia,57048.023,obs
GRDC_4115347,-114.856,47.4297,Clark Fork,Columbia,51550.67,obs
GRDC_4115400,-117.8413,47.8366,Spokane,Columbia,15909.306,obs
GRDC_4115401,-117.4491,47.6593,Spokane,Columbia,11039.544,obs
GRDC_4115402,-117.158,47.6791,Spokane,Columbia,10679.476,obs
GRDC_4116182,-118.8831,46.2504,Snake,Columbia,260255.2,obs
GRDC_4116183,-116.6982,45.2513,Snake,Columbia,170434.08,obs
GRDC_4116184,-116.981,44.2454,Snake,Columbia,159719.27,obs
GRDC_4116185,-116.9849,43.8766,Snake,Columbia,134029.7,obs
GRDC_4116186,-116.4209,43.2918,Snake,Columbia,92907.46,obs
GRDC_4116188,-113.5003,42.6731,Snake,Columbia,46107.05,obs
GRDC_4116189,-112.8792,42.7682,Snake,Columbia,39781.684,obs
GRDC_4116190,-112.1355,43.4138,Snake,Columbia,25013.71,obs
GRDC_4116191,-111.2191,43.3508,Snake,Columbia,13427.544,obs
GRDC_4116300,-116.8274,46.4485,Clearwater,Columbia,24046.338,obs
GRDC_4118410,-116.2017,40.6074,Humboldt,Coastal,13039.641,obs
GRDC_4119080,-92.6472,45.4069,St. Croix,Mississippi,16159.724,obs
GRDC_4119100,-93.1058,44.9336,Mississippi,Mississippi,95296.555,obs
GRDC_4119101,-93.7075,46.5405,Mississippi,Mississippi,14887.707,obs
GRDC_4119200,-90.1821,41.5598,Rock,Mississippi,24788.566,obs
GRDC_4119250,-91.1821,41.1781,Iowa,Mississippi,32194.36,obs
GRDC_4119264,-91.2852,41.41,Cedar,Mississippi,19996.75,obs
GRDC_4119280,-91.9596,40.7278,Des Moines,Mississippi,36550.08,obs
GRDC_4119300,-91.3743,40.3937,Mississippi,Mississippi,308755.66,obs
GRDC_4119400,-90.6454,39.7034,Illinois,Mississippi,67621.89,obs
GRDC_4119401,-89.3565,41.1073,Illinois,Mississippi,33602.793,obs
GRDC_4119440,-91.9691,44.6283,Chippewa,Mississippi,23187.264,obs
GRDC_4119441,-91.4093,44.9269,Chippewa,Mississippi,14478.212,obs
GRDC_4119450,-90.4435,43.198,Wisconsin,Mississippi,27290.309,obs
GRDC_4119451,-89.7571,43.6061,Wisconsin,Mississippi,21134.98,obs
GRDC_4119452,-89.8254,44.3947,Wisconsin,Mississippi,14285.985,obs
GRDC_4119453,-89.6348,44.8858,Wisconsin,Mississippi,10567.023,obs
GRDC_4119461,-95.7336,44.9333,Minnesota,Mississippi,15614.442,obs
GRDC_4119650,-90.2521,41.7806,Mississippi,Mississippi,221928.14,obs
GRDC_4120110,-105.8453,46.3847,Tongue,Mississippi,13976.386,obs
GRDC_4120120,-107.469,46.1247,Bighorn,Mississippi,57942.2,obs
GRDC_4120121,-108.1815,44.7586,Bighorn,Mississippi,40765.336,obs
GRDC_4120310,-110.5805,47.9464,Marias,Mississippi,18006.574,obs
